Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Price Change %
2025-02-12 00:00:00-05:00,329.94000244140625,346.3999938964844,329.1199951171875,336.510009765625,105382700,0.0,0.0,
2025-02-13 00:00:00-05:00,345.0,358.69000244140625,342.8500061035156,355.94000244140625,89441500,0.0,0.0,5.773971683431944
2025-02-14 00:00:00-05:00,360.6199951171875,362.0,347.5,355.8399963378906,68277300,0.0,0.0,-0.02809633725618932
2025-02-18 00:00:00-05:00,355.010009765625,359.1000061035156,350.0199890136719,354.1099853515625,51631700,0.0,0.0,-0.48617665358937634
2025-02-19 00:00:00-05:00,354.0,367.3399963378906,353.6700134277344,360.55999755859375,67094400,0.0,0.0,1.8214714280444966
2025-02-20 00:00:00-05:00,361.510009765625,362.29998779296875,348.0,354.3999938964844,45965400,0.0,0.0,-1.708454543992588
2025-02-21 00:00:00-05:00,353.44000244140625,354.9800109863281,334.4200134277344,337.79998779296875,73787800,0.0,0.0,-4.683974714842765
